origin,destination,walking_dist
Astor Pl,8th St - NYU,155.477
Astor Pl,Union Sq - 14th St,525.6640000000001
Astor Pl,Bleecker St,675.259
Astor Pl,3rd Ave,791.5649999999999
Astor Pl,Lower East Side - 2nd Ave,898.374
Astor Pl,Broadway - Lafayette St,827.1790000000002
Astor Pl,Prince St,934.0730000000001
Astor Pl,6th Ave,1170.982
Astor Pl,W 4th St - Washington Sq (Upper),983.8989999999999
Astor Pl,W 4th St - Washington Sq (Lower),983.8989999999999
Astor Pl,1st Ave,1320.464
Astor Pl,Bowery,1160.4449999999997
Astor Pl,23rd St,1223.1749999999997
Astor Pl,14th St,1334.7649999999996
Astor Pl,Christopher St - Sheridan Sq,1154.4729999999997
Astor Pl,Delancey St - Essex St,1732.0050000000003
Astor Pl,18th St,1747.3999999999999
Astor Pl,Spring St,1520.2109999999996
Astor Pl,Houston St,1510.495
Astor Pl,Canal St,1628.3210000000004
Canal St,Canal St - Holland Tunnel,504.73699999999997
Canal St,Prince St,785.7489999999999
Canal St,Franklin St,695.559
Canal St,Brooklyn Bridge - City Hall,715.329
Canal St,Bowery,775.1140000000001
Canal St,Broadway - Lafayette St,870.1339999999999
Canal St,Spring St,1048.482
Canal St,City Hall,947.3510000000001
Canal St,Chambers St,1044.261
Canal St,Bleecker St,971.206
Canal St,World Trade Center,1251.5349999999999
Canal St,Houston St,1327.9229999999998
Canal St,East Broadway,1051.9120000000005
Canal St,Lower East Side - 2nd Ave,1344.0909999999997
Canal St,Delancey St - Essex St,1362.874
Canal St,Cortlandt St,1505.6500000000003
Canal St,W 4th St - Washington Sq (Lower),1777.3460000000007
Canal St,W 4th St - Washington Sq (Upper),1777.3460000000007
Canal St,8th St - NYU,1545.292
Canal St,Christopher St - Sheridan Sq,1917.669
50th St,49th St,218.07600000000002
50th St,47th-50th Sts - Rockefeller Ctr,491.247
50th St,57th St,821.8580000000001
50th St,42nd St - Port Authority Bus Term,936.7149999999999
50th St,59th St - Columbus Circle,1195.3090000000002
50th St,42nd St - Bryant Pk,1060.122
50th St,5th Ave - Bryant Pk,1068.254
50th St,Times Sq - 42nd St,851.0799999999999
50th St,5th Ave - 53rd St,1052.984
50th St,5th Ave - 59th St,1371.281
50th St,Grand Central - 42nd St,1571.9479999999996
50th St,66th St - Lincoln Ctr,1746.04
50th St,Herald Sq - 34th St,1393.5189999999998
50th St,51st St,1359.7380000000003
50th St,34th St - Penn Station,1389.913
50th St,Lexington Ave - 53rd St,1515.3960000000002
50th St,33rd St,2135.7919999999995
50th St,Lexington Ave - 59th St,1847.7210000000002
50th St,72nd St,2098.0550000000007
50th St,28th St,2090.3280000000004
Bergen St,Atlantic Av - Barclay's Center,422.489
Bergen St,Lafayette Ave,761.26
Bergen St,Fulton St,902.114
Bergen St,Grand Army Plaza,709.4789999999998
Bergen St,Union St,1058.477
Bergen St,Nevins St,1035.117
Bergen St,Clinton - Washington Aves,1510.539
Bergen St,DeKalb Ave,1243.191
Bergen St,Hoyt - Schermerhorn Sts,1297.752
Bergen St,Hoyt St,1757.6339999999996
Bergen St,Eastern Pkwy - Bklyn Museum,1503.6100000000001
Bergen St,7th Ave,2026.807
Bergen St,Jay St - MetroTech,1793.3069999999998
Bergen St,Classon Ave,2091.027
Bergen St,4th Av - 9th St,2040.935
Bergen St,Botanic Garden,1934.35
Bergen St,Park Pl,1758.4550000000002
Bergen St,Borough Hall,1931.1389999999997
Bergen St,Franklin Ave - Fulton St,2099.472
Bergen St,Carroll St,2467.264
Pennsylvania Ave,Livonia Ave,612.416
Pennsylvania Ave,Junius St,782.967
Pennsylvania Ave,Sutter Ave,1263.516
Pennsylvania Ave,Liberty Ave,1161.857
Pennsylvania Ave,New Lots Ave,944.564
Pennsylvania Ave,Alabama Ave,1628.608
Pennsylvania Ave,Atlantic Ave,2200.007
Pennsylvania Ave,Van Siclen Ave,1927.0300000000002
Pennsylvania Ave,E 105th St,2205.914
Pennsylvania Ave,Shepherd Ave,2142.4990000000003
Pennsylvania Ave,Broadway Junction,2172.5789999999997
Pennsylvania Ave,Cleveland St,2547.6550000000007
Pennsylvania Ave,Canarsie - Rockaway Pkwy,2738.9400000000005
Pennsylvania Ave,Bushwick - Aberdeen,2420.555
Pennsylvania Ave,Rockaway Ave,2724.7470000000003
Pennsylvania Ave,Saratoga Ave,1991.234
Pennsylvania Ave,Norwood Ave,2955.177000000001
Pennsylvania Ave,Chauncey St,2829.8859999999995
Pennsylvania Ave,Euclid Ave,2778.7479999999996
Pennsylvania Ave,Wilson Ave,3578.193
238th St,Van Cortlandt Park - 242nd St,635.8539999999999
238th St,231st St,698.9640000000002
238th St,Marble Hill - 225th St,1342.5790000000002
238th St,Bedford Park Blvd - Lehman College,2982.0399999999995
238th St,Mosholu Pkwy,1921.5560000000003
238th St,Bedford Park Blvd,2581.4879999999994
238th St,Kingsbridge Rd,2835.754
238th St,215th St,2123.5070000000005
238th St,Woodlawn,2314.847
238th St,Fordham Rd,3286.803
238th St,Norwood - 205th St,2758.741
238th St,Inwood - 207th St,2465.812
238th St,183rd St,3568.109
238th St,207th St,2771.428000000001
238th St,182nd-183rd Sts,3918.4399999999996
238th St,Burnside Ave,4152.116
238th St,Tremont Ave,4633.532000000001
238th St,Dyckman St,4117.513000000002
238th St,Gun Hill Rd,3508.342
238th St,Burke Ave,3899.711
Cathedral Pkwy (110th St),Central Park North (110th St),667.445
Cathedral Pkwy (110th St),116th St,1012.3910000000002
Cathedral Pkwy (110th St),116th St - Columbia University,1222.8940000000002
Cathedral Pkwy (110th St),103rd St,1247.34
Cathedral Pkwy (110th St),125th St,1741.3230000000003
Cathedral Pkwy (110th St),110th St,1388.2789999999998
Cathedral Pkwy (110th St),96th St,2346.983
Cathedral Pkwy (110th St),137th St - City College,2770.736999999999
Cathedral Pkwy (110th St),135th St,2533.173
Cathedral Pkwy (110th St),86th St,2607.0099999999993
Cathedral Pkwy (110th St),145th St,3332.022999999999
Cathedral Pkwy (110th St),77th St,3804.4370000000004
Cathedral Pkwy (110th St),79th St,3183.7599999999993
Cathedral Pkwy (110th St),138th St - Grand Concourse,3645.262
Cathedral Pkwy (110th St),Harlem - 148 St,3393.206
Cathedral Pkwy (110th St),72nd St,3234.987
Cathedral Pkwy (110th St),3rd Ave - 138th St,4033.0910000000003
Cathedral Pkwy (110th St),68th St - Hunter College,4463.9339999999975
Cathedral Pkwy (110th St),149th St - Grand Concourse,4145.421
Cathedral Pkwy (110th St),155th St,3761.171
Kingston - Throop Aves,Nostrand Ave,843.437
Kingston - Throop Aves,Utica Ave,886.5500000000001
Kingston - Throop Aves,Kingston Ave,1640.3049999999998
Kingston - Throop Aves,Crown Hts - Utica Ave,1831.845
Kingston - Throop Aves,Franklin Ave - Fulton St,1336.052
Kingston - Throop Aves,President St,2072.197
Kingston - Throop Aves,Myrtle-Willoughby Aves,2055.6400000000003
Kingston - Throop Aves,Bedford - Nostrand Aves,2181.0919999999996
Kingston - Throop Aves,Park Pl,2014.469
Kingston - Throop Aves,Myrtle Ave,2555.0479999999993
Kingston - Throop Aves,Kosciuszko St,2586.321
Kingston - Throop Aves,Franklin Ave,2356.333
Kingston - Throop Aves,Sterling St,2555.2459999999996
Kingston - Throop Aves,Ralph Ave,1751.0950000000003
Kingston - Throop Aves,Classon Ave,2287.969
Kingston - Throop Aves,Gates Ave,2578.4440000000004
Kingston - Throop Aves,Botanic Garden,2918.5150000000003
Kingston - Throop Aves,Central Ave,3122.5460000000003
Kingston - Throop Aves,Flushing Ave,2726.0240000000003
Kingston - Throop Aves,Sutter Ave - Rutland Road,3030.3560000000007
65th St,69th St,448.1929999999999
65th St,Woodside - 61st St,762.7799999999999
65th St,74th St - Broadway,669.587
65th St,Jackson Hts - Roosevelt Av,675.633
65th St,Northern Blvd,741.652
65th St,82nd St - Jackson Hts,1306.8070000000002
65th St,52nd St,1552.309
65th St,46th St,1460.904
65th St,Elmhurst Ave,1611.8110000000001
65th St,90th St - Elmhurst Av,1940.958
65th St,Steinway St,2107.3390000000004
65th St,Grand Ave - Newtown,2377.978
65th St,40th St,2584.3920000000003
65th St,Astoria Blvd,3356.5530000000003
65th St,Astoria - Ditmars Blvd,3311.481
65th St,30th Ave,2945.068999999999
65th St,39th Ave,2945.068999999999
65th St,Junction Blvd,2540.955
65th St,36th St,2721.777
65th St,36th Ave,2923.1640000000007
36th St,36th Ave,726.211
36th St,Queens Plz,823.664
36th St,Steinway St,956.5880000000001
36th St,40th St,1669.677
36th St,Queensboro Plz,1132.943
36th St,21st St - Queensbridge,1345.064
36th St,Long Island City - Court Sq,1438.6330000000003
36th St,46th St,1501.3669999999997
36th St,30th Ave,2020.4740000000002
36th St,39th Ave,2020.4740000000002
36th St,Court Sq - 23rd St,1539.6440000000005
36th St,Court Sq,1570.7060000000004
36th St,52nd St,2259.3300000000004
36th St,Astoria Blvd,2446.972
36th St,21st St,2011.3390000000004
36th St,Hunters Point Ave,2165.856
36th St,Northern Blvd,1980.1250000000002
36th St,Roosevelt Island - Main St,3207.336
36th St,Vernon Blvd - Jackson Ave,2592.579
36th St,Woodside - 61st St,2794.059
Delancey St - Essex St,East Broadway,632.0889999999999
Delancey St - Essex St,Lower East Side - 2nd Ave,851.513
Delancey St - Essex St,Bowery,616.9599999999999
Delancey St - Essex St,Bleecker St,1385.4279999999997
Delancey St - Essex St,Broadway - Lafayette St,1334.0079999999998
Delancey St - Essex St,Prince St,1284.2989999999998
Delancey St - Essex St,8th St - NYU,1857.0070000000007
Delancey St - Essex St,1st Ave,1729.4490000000003
Delancey St - Essex St,3rd Ave,2141.56
Delancey St - Essex St,Union Sq - 14th St,2232.206
Delancey St - Essex St,York St,3316.8700000000003
Delancey St - Essex St,Brooklyn Bridge - City Hall,1900.342
Delancey St - Essex St,Canal St - Holland Tunnel,1836.6100000000001
Delancey St - Essex St,Spring St,1768.9620000000004
Delancey St - Essex St,High St,3618.0260000000007
Delancey St - Essex St,W 4th St - Washington Sq (Upper),2382.6160000000004
Delancey St - Essex St,W 4th St - Washington Sq (Lower),2382.6160000000004
Delancey St - Essex St,Franklin St,2060.917
Delancey St - Essex St,City Hall,2146.498
Delancey St - Essex St,Houston St,2154.097
Van Siclen Ave,Liberty Ave,946.5569999999999
Van Siclen Ave,Cleveland St,629.669
Van Siclen Ave,Alabama Ave,1112.587
Van Siclen Ave,Shepherd Ave,1419.1670000000001
Van Siclen Ave,Norwood Ave,1037.191
Van Siclen Ave,Atlantic Ave,1469.337
Van Siclen Ave,Broadway Junction,1420.1150000000002
Van Siclen Ave,Sutter Ave,1924.1349999999998
Van Siclen Ave,New Lots Ave,1788.2020000000002
Van Siclen Ave,Bushwick - Aberdeen,1530.3860000000002
Van Siclen Ave,Wilson Ave,2688.0239999999994
Van Siclen Ave,Livonia Ave,2554.556
Van Siclen Ave,Junius St,2723.639
Van Siclen Ave,Crescent St,1587.7450000000001
Van Siclen Ave,Chauncey St,2077.4220000000005
Van Siclen Ave,Rockaway Ave,1972.2830000000001
Van Siclen Ave,Euclid Ave,2172.582
Van Siclen Ave,Cypress Hills,2249.5579999999995
Van Siclen Ave,Halsey St,2691.705999999999
Van Siclen Ave,Grant Ave,2608.266000000001
Norwood Ave,Cleveland St,689.013
Norwood Ave,Crescent St,550.554
Norwood Ave,Shepherd Ave,1163.012
Norwood Ave,Euclid Ave,1266.377
Norwood Ave,Cypress Hills,1367.7729999999997
Norwood Ave,New Lots Ave,2172.6960000000004
Norwood Ave,Grant Ave,1696.615
Norwood Ave,75th St - Eldert Ln,1850.3039999999994
Norwood Ave,Liberty Ave,1911.197
Norwood Ave,Alabama Ave,2024.173
Norwood Ave,80th St,2164.1979999999994
Norwood Ave,85th St - Forest Pky,2394.189999999999
Norwood Ave,Atlantic Ave,2309.754
Norwood Ave,Broadway Junction,2260.5319999999997
Norwood Ave,Sutter Ave,2888.7749999999987
Norwood Ave,Wilson Ave,3528.441
Norwood Ave,Bushwick - Aberdeen,2370.8029999999994
Norwood Ave,Livonia Ave,3519.1960000000004
Norwood Ave,Junius St,3601.182
Norwood Ave,88th St,2768.680999999999
104th-102nd Sts,Woodhaven Blvd,686.104
104th-102nd Sts,104th St,1648.2969999999998
104th-102nd Sts,Rockaway Blvd,2141.21
104th-102nd Sts,111th St,1940.0370000000005
104th-102nd Sts,121st St,1450.8999999999999
104th-102nd Sts,88th St,2597.7739999999994
104th-102nd Sts,85th St - Forest Pky,1520.8410000000001
104th-102nd Sts,Ozone Park - Lefferts Blvd,2435.8749999999995
104th-102nd Sts,80th St,3005.727
104th-102nd Sts,Kew Gardens - Union Tpke,2976.1910000000007
104th-102nd Sts,75th Ave,3641.750999999999
104th-102nd Sts,75th St - Eldert Ln,2064.7270000000003
104th-102nd Sts,Forest Hills - 71st Av,4031.2550000000006
104th-102nd Sts,Briarwood - Van Wyck Blvd,3366.302000000001
104th-102nd Sts,Jamaica - Van Wyck,2439.0560000000005
104th-102nd Sts,Grant Ave,3578.610000000001
104th-102nd Sts,Aqueduct - North Conduit Av,3507.234
104th-102nd Sts,Aqueduct Racetrack,3507.234
104th-102nd Sts,Cypress Hills,2547.2580000000003
104th-102nd Sts,67th Ave,4669.676
DeKalb Ave,Nevins St,306.154
DeKalb Ave,Hoyt St,597.132
DeKalb Ave,Hoyt - Schermerhorn Sts,519.6990000000001
DeKalb Ave,Jay St - MetroTech,578.172
DeKalb Ave,Fulton St,744.42
DeKalb Ave,Atlantic Av - Barclay's Center,868.0709999999998
DeKalb Ave,Borough Hall,906.1800000000001
DeKalb Ave,Lafayette Ave,860.904
DeKalb Ave,Court St,1273.295
DeKalb Ave,York St,1506.2069999999997
DeKalb Ave,High St,1558.3340000000003
DeKalb Ave,Clark St,1440.939
DeKalb Ave,Union St,1678.3329999999999
DeKalb Ave,Clinton - Washington Aves,1492.1470000000002
DeKalb Ave,Carroll St,2259.933
DeKalb Ave,Grand Army Plaza,1972.7169999999999
DeKalb Ave,4th Av - 9th St,2660.791
DeKalb Ave,Classon Ave,2072.635
DeKalb Ave,Smith - 9th Sts,3016.2380000000003
DeKalb Ave,East Broadway,3487.891
Beach 105th St,Beach 98th St,781.4899999999999
Beach 105th St,Rockaway Park - Beach 116 St,880.3280000000002
Beach 105th St,Beach 90th St,1503.11
Beach 105th St,Broad Channel,3746.7269999999994
Beach 105th St,Beach 67th St,2853.8809999999994
Beach 105th St,Beach 60th St,3565.7449999999994
Beach 105th St,Beach 44th St,4629.671999999999
Beach 105th St,Beach 36th St,5367.328999999998
Beach 105th St,Beach 25th St,6184.519999999999
Beach 105th St,Far Rockaway - Mott Ave,7020.499999999998
Beach 105th St,Howard Beach - JFK Airport,10988.286000000002
Beach 105th St,Aqueduct - North Conduit Av,12062.330000000007
Beach 105th St,Aqueduct Racetrack,12062.330000000007
Beach 105th St,E 105th St,15791.504999999997
Beach 105th St,Canarsie - Rockaway Pkwy,16113.786000000004
Beach 105th St,Rockaway Blvd,11901.538000000004
Beach 105th St,104th St,12434.608000000004
Beach 105th St,88th St,12161.564000000006
Beach 105th St,New Lots Ave,14531.530999999999
Beach 105th St,Grant Ave,12809.412000000004
Beach 90th St,Beach 98th St,978.4169999999999
Beach 90th St,Beach 67th St,1582.736
Beach 90th St,Broad Channel,3153.0619999999994
Beach 90th St,Rockaway Park - Beach 116 St,2159.2169999999996
Beach 90th St,Beach 60th St,2255.868
Beach 90th St,Beach 44th St,3344.55
Beach 90th St,Beach 36th St,4082.2070000000003
Beach 90th St,Beach 25th St,4862.168999999999
Beach 90th St,Far Rockaway - Mott Ave,5698.1489999999985
Beach 90th St,Howard Beach - JFK Airport,10394.621000000001
Beach 90th St,Aqueduct Racetrack,11468.665000000006
Beach 90th St,Aqueduct - North Conduit Av,11468.665000000006
Beach 90th St,104th St,11840.943000000003
Beach 90th St,Rockaway Blvd,11307.873000000003
Beach 90th St,111th St,12367.803000000004
Beach 90th St,Ozone Park - Lefferts Blvd,12935.610000000002
Beach 90th St,88th St,11567.899000000005
Beach 90th St,80th St,12030.998000000007
Beach 90th St,Grant Ave,12215.747000000003
Beach 90th St,Euclid Ave,12679.593000000003
Freeman St,Simpson St,713.717
Freeman St,Whitlock Ave,804.53
Freeman St,174th St,879.833
Freeman St,Hunts Point Ave,1234.6169999999997
Freeman St,Intervale Ave,1113.677
Freeman St,Elder Ave,1228.411
Freeman St,Prospect Ave,1612.8899999999996
Freeman St,Longwood Ave,1668.3229999999999
Freeman St,West Farms Sq - E Tremont Av,1612.3169999999998
Freeman St,Morrison Av - Soundview,1644.1709999999998
Freeman St,Jackson Ave,2407.355
Freeman St,E 180th St,2295.9859999999994
Freeman St,E 149th St,2484.9709999999995
Freeman St,170th St,2612.3379999999997
Freeman St,174th-175th Sts,3089.0480000000002
Freeman St,St Lawrence Ave,2280.083
Freeman St,Tremont Ave,3465.91
Freeman St,E 143rd St - St Mary's St,2912.455999999999
Freeman St,Mt Eden Ave,3039.2609999999995
Freeman St,167th St,2631.052
Intervale Ave,Simpson St,399.96000000000004
Intervale Ave,Prospect Ave,499.2130000000001
Intervale Ave,Longwood Ave,725.069
Intervale Ave,Hunts Point Ave,780.7370000000001
Intervale Ave,Whitlock Ave,1277.3090000000002
Intervale Ave,Jackson Ave,1293.6779999999999
Intervale Ave,E 149th St,1371.294
Intervale Ave,E 143rd St - St Mary's St,1798.7790000000002
Intervale Ave,174th St,1993.51
Intervale Ave,Elder Ave,1701.19
Intervale Ave,3rd Ave - 149th St,1987.965
Intervale Ave,Morrison Av - Soundview,2116.95
Intervale Ave,170th St,3029.99
Intervale Ave,Cypress Ave,2564.8789999999995
Intervale Ave,167th St,2797.8469999999998
Intervale Ave,West Farms Sq - E Tremont Av,2658.427
Intervale Ave,Brook Ave,2724.2740000000003
Intervale Ave,174th-175th Sts,3739.72
Intervale Ave,Mt Eden Ave,3633.3969999999995
Intervale Ave,161st St - Yankee Stadium,2727.841
182nd-183rd Sts,183rd St,539.098
182nd-183rd Sts,Fordham Rd,631.637
182nd-183rd Sts,Burnside Ave,779.744
182nd-183rd Sts,Tremont Ave,731.716
182nd-183rd Sts,Kingsbridge Rd,1354.2309999999998
182nd-183rd Sts,176th St,1439.193
182nd-183rd Sts,174th-175th Sts,1336.0880000000002
182nd-183rd Sts,Mt Eden Ave,1974.1419999999998
182nd-183rd Sts,215th St,3024.4460000000013
182nd-183rd Sts,207th St,2376.525000000001
182nd-183rd Sts,Bedford Park Blvd - Lehman College,2412.1679999999997
182nd-183rd Sts,170th St,2130.5340000000006
182nd-183rd Sts,Marble Hill - 225th St,2916.203
182nd-183rd Sts,Bedford Park Blvd,2258.538
182nd-183rd Sts,Inwood - 207th St,2832.345000000001
182nd-183rd Sts,174th St,3004.3240000000005
182nd-183rd Sts,231st St,3262.4080000000004
182nd-183rd Sts,Dyckman St,3722.610000000002
182nd-183rd Sts,West Farms Sq - E Tremont Av,3021.547000000001
182nd-183rd Sts,Norwood - 205th St,3038.4520000000007
174th-175th Sts,176th St,606.203
174th-175th Sts,Mt Eden Ave,662.994
174th-175th Sts,Tremont Ave,778.7740000000001
174th-175th Sts,170th St,794.4460000000001
174th-175th Sts,Burnside Ave,1103.714
174th-175th Sts,183rd St,1687.721
174th-175th Sts,167th St,1597.7190000000003
174th-175th Sts,Fordham Rd,1968.2030000000002
174th-175th Sts,207th St,3176.923
174th-175th Sts,Dyckman St,4434.013
174th-175th Sts,191st St,3335.911
174th-175th Sts,174th St,2749.318
174th-175th Sts,215th St,3824.844
174th-175th Sts,Inwood - 207th St,3632.743
174th-175th Sts,181st St,2574.105
174th-175th Sts,161st St - Yankee Stadium,2655.4880000000003
174th-175th Sts,Kingsbridge Rd,2690.797
174th-175th Sts,Simpson St,3675.79
174th-175th Sts,190th St,3966.6170000000006
174th-175th Sts,Prospect Ave,3973.0200000000004
167th St,170th St,1013.3439999999999
167th St,161st St - Yankee Stadium,1057.7689999999998
167th St,Mt Eden Ave,1586.7749999999999
167th St,176th St,2129.626
167th St,149th St - Grand Concourse,1877.4970000000005
167th St,3rd Ave - 149th St,2532.8709999999996
167th St,155th St,2326.7670000000007
167th St,Jackson Ave,3029.8419999999996
167th St,Harlem - 148 St,2274.3690000000006
167th St,Tremont Ave,2584.797
167th St,163rd St - Amsterdam Av,2969.331000000001
167th St,181st St,2784.0449999999996
167th St,168th St,3256.658
167th St,Prospect Ave,2746.0859999999993
167th St,Burnside Ave,2811.8990000000003
167th St,138th St - Grand Concourse,2589.804000000001
167th St,191st St,3517.028
167th St,3rd Ave - 138th St,2999.171000000001
167th St,175th St,3534.741999999999
167th St,E 149th St,3558.5810000000006
Mets - Willets Point,Flushing - Main St,1435.185
Mets - Willets Point,103rd St - Corona Plaza,1534.0790000000002
Mets - Willets Point,Junction Blvd,2103.927
Mets - Willets Point,67th Ave,4109.141999999999
Mets - Willets Point,63rd Dr - Rego Park,4138.693
Mets - Willets Point,90th St - Elmhurst Av,2703.9240000000004
Mets - Willets Point,Woodhaven Blvd - Queens Mall,3783.5569999999993
Mets - Willets Point,Forest Hills - 71st Av,4482.644
Mets - Willets Point,Grand Ave - Newtown,3803.106000000001
Mets - Willets Point,75th Ave,5133.159999999999
Mets - Willets Point,Elmhurst Ave,3592.429
Mets - Willets Point,82nd St - Jackson Hts,3338.0750000000003
Mets - Willets Point,Kew Gardens - Union Tpke,5169.478
Mets - Willets Point,74th St - Broadway,3975.2950000000005
Mets - Willets Point,Jackson Hts - Roosevelt Av,4007.597
Mets - Willets Point,69th St,4391.711
Mets - Willets Point,Briarwood - Van Wyck Blvd,6290.407999999999
Mets - Willets Point,121st St,7134.464
Mets - Willets Point,Woodside - 61st St,4991.09
Mets - Willets Point,Jamaica - Van Wyck,6549.001
Junction Blvd,103rd St - Corona Plaza,569.848
Junction Blvd,90th St - Elmhurst Av,599.997
Junction Blvd,Elmhurst Ave,1543.0509999999997
Junction Blvd,Grand Ave - Newtown,1948.6399999999996
Junction Blvd,82nd St - Jackson Hts,1234.1480000000001
Junction Blvd,Woodhaven Blvd - Queens Mall,2062.3440000000005
Junction Blvd,63rd Dr - Rego Park,2417.4800000000005
Junction Blvd,Jackson Hts - Roosevelt Av,1903.6700000000003
Junction Blvd,74th St - Broadway,1871.3680000000006
Junction Blvd,69th St,2287.784000000001
Junction Blvd,67th Ave,3275.7180000000008
Junction Blvd,Woodside - 61st St,2887.163000000001
Junction Blvd,Northern Blvd,3282.607
Junction Blvd,Forest Hills - 71st Av,4155.732
Junction Blvd,Flushing - Main St,3539.1120000000005
Junction Blvd,Middle Village - Metropolitan Ave,6381.843000000002
Junction Blvd,52nd St,3676.6920000000014
Junction Blvd,46th St,4001.859000000001
Junction Blvd,75th Ave,4891.299
Junction Blvd,Astoria - Ditmars Blvd,5227.097
Flushing - Main St,103rd St - Corona Plaza,2970.464
Flushing - Main St,67th Ave,5154.633000000001
Flushing - Main St,Forest Hills - 71st Av,5377.532999999999
Flushing - Main St,75th Ave,5940.076999999998
Flushing - Main St,63rd Dr - Rego Park,5200.744999999999
Flushing - Main St,Kew Gardens - Union Tpke,5797.231
Flushing - Main St,Woodhaven Blvd - Queens Mall,5117.440999999999
Flushing - Main St,90th St - Elmhurst Av,4140.308999999999
Flushing - Main St,Briarwood - Van Wyck Blvd,6122.057999999999
Flushing - Main St,Grand Ave - Newtown,5239.490999999998
Flushing - Main St,Elmhurst Ave,5028.8139999999985
Flushing - Main St,82nd St - Jackson Hts,4774.46
Flushing - Main St,Sutphin Blvd,6669.2840000000015
Flushing - Main St,Parsons Blvd,6741.912999999997
Flushing - Main St,Jamaica - Van Wyck,6692.891999999999
Flushing - Main St,121st St,7666.855999999999
Flushing - Main St,169th St,7296.895
Flushing - Main St,74th St - Broadway,5411.6799999999985
Flushing - Main St,Jackson Hts - Roosevelt Av,5443.982
Flushing - Main St,Sutphin Blvd - Archer Av,7323.892999999998
Buhre Ave,Middletown Rd,466.829
Buhre Ave,Pelham Bay Park,785.165
Buhre Ave,Westchester Sq - E Tremont Ave,1185.4160000000002
Buhre Ave,Zerega Ave,1722.805
Buhre Ave,Castle Hill Ave,2177.041
Buhre Ave,Morris Park,3672.3340000000007
Buhre Ave,Parkchester,3020.085
Buhre Ave,Baychester Ave,4190.137999999999
Buhre Ave,Bronx Park East,3873.5710000000004
Buhre Ave,Pelham Pkwy,4237.256
Buhre Ave,St Lawrence Ave,3586.2410000000004
Buhre Ave,Allerton Ave,4874.926
Buhre Ave,Eastchester - Dyre Ave,5631.027999999998
Buhre Ave,E 180th St,3958.7829999999994
Buhre Ave,Burke Ave,5310.648
Buhre Ave,Morrison Av - Soundview,4202.213
Buhre Ave,Gun Hill Rd,5696.191
Buhre Ave,219th St,5852.096000000001
Buhre Ave,West Farms Sq - E Tremont Av,4426.1140000000005
Buhre Ave,225th St,6119.3449999999975
3rd Ave - 138th St,138th St - Grand Concourse,449.62500000000006
3rd Ave - 138th St,Brook Ave,665.5369999999999
3rd Ave - 138th St,149th St - Grand Concourse,1080.949
3rd Ave - 138th St,3rd Ave - 149th St,1102.799
3rd Ave - 138th St,Cypress Ave,1121.311
3rd Ave - 138th St,135th St,1571.3490000000002
3rd Ave - 138th St,Harlem - 148 St,2279.3669999999997
3rd Ave - 138th St,161st St - Yankee Stadium,2225.4750000000004
3rd Ave - 138th St,E 143rd St - St Mary's St,2024.863
3rd Ave - 138th St,Jackson Ave,1982.6219999999998
3rd Ave - 138th St,125th St,2090.789
3rd Ave - 138th St,E 149th St,2307.0799999999995
3rd Ave - 138th St,155th St,3236.2619999999997
3rd Ave - 138th St,110th St,2530.367
3rd Ave - 138th St,116th St,2809.8609999999994
3rd Ave - 138th St,Prospect Ave,2599.181
3rd Ave - 138th St,Central Park North (110th St),3171.0739999999996
3rd Ave - 138th St,145th St,3082.778
3rd Ave - 138th St,163rd St - Amsterdam Av,3964.7379999999994
3rd Ave - 138th St,137th St - City College,3024.85
Castle Hill Ave,Zerega Ave,454.236
Castle Hill Ave,Parkchester,869.2339999999999
Castle Hill Ave,Westchester Sq - E Tremont Ave,991.6249999999999
Castle Hill Ave,St Lawrence Ave,1435.3899999999999
Castle Hill Ave,Middletown Rd,1710.212
Castle Hill Ave,Morris Park,3023.494
Castle Hill Ave,Bronx Park East,2386.3630000000007
Castle Hill Ave,Morrison Av - Soundview,2051.3620000000005
Castle Hill Ave,E 180th St,2350.3629999999994
Castle Hill Ave,Pelham Pkwy,3239.1039999999994
Castle Hill Ave,Elder Ave,2467.122
Castle Hill Ave,West Farms Sq - E Tremont Av,2740.0699999999993
Castle Hill Ave,Pelham Bay Park,2962.205999999999
Castle Hill Ave,Allerton Ave,4170.299999999999
Castle Hill Ave,Whitlock Ave,3256.783
Castle Hill Ave,174th St,3472.5539999999996
Castle Hill Ave,Burke Ave,4837.700000000001
Castle Hill Ave,Hunts Point Ave,3943.706
Castle Hill Ave,Simpson St,3768.3520000000003
Castle Hill Ave,Gun Hill Rd,5713.362000000002
Brooklyn Bridge - City Hall,City Hall,333.309
Brooklyn Bridge - City Hall,Chambers St,437.43700000000007
Brooklyn Bridge - City Hall,World Trade Center,568.279
Brooklyn Bridge - City Hall,Franklin St,941.977
Brooklyn Bridge - City Hall,Canal St - Holland Tunnel,1060.473
Brooklyn Bridge - City Hall,Cortlandt St,808.7229999999998
Brooklyn Bridge - City Hall,Wall St,965.6819999999999
Brooklyn Bridge - City Hall,Broad St,1168.6510000000003
Brooklyn Bridge - City Hall,Rector St,1142.494
Brooklyn Bridge - City Hall,Bowery,1429.696
Brooklyn Bridge - City Hall,Bowling Green,1309.3949999999998
Brooklyn Bridge - City Hall,Prince St,1497.1399999999996
Brooklyn Bridge - City Hall,Spring St,1684.787
Brooklyn Bridge - City Hall,Whitehall St,1506.6920000000002
