origin,destination,walking_dist
Vernon Blvd - Jackson Ave,5th Ave - 59th St,4866.5509999999995
Vernon Blvd - Jackson Ave,1st Ave,4898.819999999999
Vernon Blvd - Jackson Ave,5th Ave - Bryant Pk,3975.6790000000005
Vernon Blvd - Jackson Ave,57th St,5254.78
68th St - Hunter College,Lexington Ave - 63rd St,397.805
68th St - Hunter College,5th Ave - 59th St,1189.4489999999996
68th St - Hunter College,Lexington Ave - 53rd St,1519.93
68th St - Hunter College,Roosevelt Island - Main St,6521.477000000003
68th St - Hunter College,5th Ave - 53rd St,1669.311
68th St - Hunter College,57th St,1899.821
68th St - Hunter College,47th-50th Sts - Rockefeller Ctr,2538.08
68th St - Hunter College,49th St,2523.5009999999997
68th St - Hunter College,79th St,2890.1399999999994
68th St - Hunter College,5th Ave - Bryant Pk,2691.601000000001
68th St - Hunter College,21st St - Queensbridge,4024.2510000000016
68th St - Hunter College,21st St,4515.951000000001
68th St - Hunter College,42nd St - Port Authority Bus Term,3280.8379999999997
68th St - Hunter College,Long Island City - Court Sq,4020.1929999999993
68th St - Hunter College,Queensboro Plz,3505.798999999999
68th St - Hunter College,Herald Sq - 34th St,3536.0990000000006
68th St - Hunter College,103rd St,4730.956
68th St - Hunter College,34th St - Penn Station,3734.0359999999996
68th St - Hunter College,Queens Plz,3692.346999999998
68th St - Hunter College,28th St,3800.1000000000013
Queensboro Plz,Queens Plz,351.43499999999995
Queensboro Plz,21st St - Queensbridge,652.616
Queensboro Plz,Long Island City - Court Sq,649.6579999999999
Queensboro Plz,21st St,1211.38
Queensboro Plz,Roosevelt Island - Main St,3167.234
Queensboro Plz,40th St,1843.3780000000004
Queensboro Plz,Steinway St,2090.9059999999995
Queensboro Plz,Greenpoint Ave,2870.272000000001
Queensboro Plz,30th Ave,2703.9980000000005
Queensboro Plz,39th Ave,2703.9980000000005
Queensboro Plz,46th St,2635.684999999999
Queensboro Plz,52nd St,2616.8500000000004
Queensboro Plz,Nassau Ave,3731.077
Queensboro Plz,Astoria Blvd,3190.0139999999988
Queensboro Plz,Lexington Ave - 63rd St,3064.1309999999994
Queensboro Plz,Lexington Ave - 53rd St,3203.758000000001
Queensboro Plz,Northern Blvd,3113.060000000001
Queensboro Plz,5th Ave - 59th St,3384.645
Queensboro Plz,Graham Ave,4721.186000000001
Queensboro Plz,Astoria - Ditmars Blvd,3887.3300000000004
Rockaway Blvd,88th St,778.547
Rockaway Blvd,80th St,1341.1320000000003
Rockaway Blvd,Woodhaven Blvd,1740.9539999999997
Rockaway Blvd,Aqueduct - North Conduit Av,1848.1599999999999
Rockaway Blvd,Aqueduct Racetrack,1848.1599999999999
Rockaway Blvd,Ozone Park - Lefferts Blvd,1655.5300000000002
Rockaway Blvd,85th St - Forest Pky,2352.1160000000004
Rockaway Blvd,Grant Ave,2162.4200000000005
Rockaway Blvd,Howard Beach - JFK Airport,2900.2810000000004
Rockaway Blvd,121st St,3465.9540000000006
Rockaway Blvd,75th St - Eldert Ln,2647.6240000000003
Rockaway Blvd,Euclid Ave,2802.827
Rockaway Blvd,Cypress Hills,3016.1930000000007
Rockaway Blvd,Crescent St,2741.1679999999997
Rockaway Blvd,Briarwood - Van Wyck Blvd,5345.0059999999985
Rockaway Blvd,Shepherd Ave,3564.072
Rockaway Blvd,75th Ave,5626.643
Rockaway Blvd,Cleveland St,3846.2099999999996
Rockaway Blvd,Forest Hills - 71st Av,5346.9860000000035
Rockaway Blvd,Sutphin Blvd,4968.871
Union Sq - 14th St,3rd Ave,480.173
Union Sq - 14th St,8th St - NYU,629.627
Union Sq - 14th St,6th Ave,660.999
Union Sq - 14th St,1st Ave,1081.696
Union Sq - 14th St,Bleecker St,1172.9180000000001
Union Sq - 14th St,18th St,1221.7359999999999
Union Sq - 14th St,14th St,1019.2629999999999
Union Sq - 14th St,W 4th St - Washington Sq (Upper),1299.1960000000001
Union Sq - 14th St,28th St,1724.3
Union Sq - 14th St,Broadway - Lafayette St,1307.8349999999998
Union Sq - 14th St,Lower East Side - 2nd Ave,1409.838
Union Sq - 14th St,Prince St,1401.7199999999996
Union Sq - 14th St,Christopher St - Sheridan Sq,1375.1909999999996
Union Sq - 14th St,Bowery,1671.9089999999997
Union Sq - 14th St,Herald Sq - 34th St,2036.815
Union Sq - 14th St,34th St - Penn Station,2255.6580000000004
Union Sq - 14th St,Spring St,1868.5299999999995
Union Sq - 14th St,Canal St - Holland Tunnel,2358.225999999999
Union Sq - 14th St,East Broadway,2689.036999999999
Union Sq - 14th St,5th Ave - Bryant Pk,2686.907000000001
Bedford - Nostrand Aves,Myrtle-Willoughby Aves,923.0799999999999
Bedford - Nostrand Aves,Franklin Ave - Fulton St,1820.6860000000001
Bedford - Nostrand Aves,Nostrand Ave,1473.296
Bedford - Nostrand Aves,Flushing Ave,1593.4640000000002
Bedford - Nostrand Aves,Clinton - Washington Aves,2074.978
Bedford - Nostrand Aves,Hewes St,2443.9610000000002
Bedford - Nostrand Aves,Marcy Ave,2781.093
Bedford - Nostrand Aves,Myrtle Ave,2156.7110000000002
Bedford - Nostrand Aves,Lafayette Ave,2482.7099999999996
Bedford - Nostrand Aves,Eastern Pkwy - Bklyn Museum,3424.372
Bedford - Nostrand Aves,Botanic Garden,3475.142
Bedford - Nostrand Aves,Fulton St,2623.564
Bedford - Nostrand Aves,Grand Army Plaza,3341.0789999999997
Bedford - Nostrand Aves,President St,2753.023
Bedford - Nostrand Aves,Montrose Ave,3106.8689999999997
Bedford - Nostrand Aves,Metropolitan Ave,2991.563000000001
Bedford - Nostrand Aves,Atlantic Av - Barclay's Center,3033.1649999999995
Bedford - Nostrand Aves,Kingston Ave,3254.518
Bedford - Nostrand Aves,Grand St,3565.479
Bedford - Nostrand Aves,Kosciuszko St,2190.1910000000003
15th St - Prospect Park,7th Ave,749.3799999999999
15th St - Prospect Park,Ft Hamilton Pkwy,1603.3269999999998
15th St - Prospect Park,4th Av - 9th St,1768.1440000000002
15th St - Prospect Park,Church Ave,2068.8729999999996
15th St - Prospect Park,Grand Army Plaza,1871.904
15th St - Prospect Park,25th St,2127.276
15th St - Prospect Park,Parkside Ave,2116.9869999999996
15th St - Prospect Park,Eastern Pkwy - Bklyn Museum,2081.208
15th St - Prospect Park,Smith - 9th Sts,2365.086
15th St - Prospect Park,9th Ave,3122.0479999999993
15th St - Prospect Park,Botanic Garden,2514.3410000000003
15th St - Prospect Park,Beverly Rd,2614.5019999999995
15th St - Prospect Park,Atlantic Av - Barclay's Center,3003.5920000000006
15th St - Prospect Park,Cortelyou Rd,3000.4289999999996
15th St - Prospect Park,Carroll St,3075.1510000000007
15th St - Prospect Park,Lafayette Ave,3196.785
15th St - Prospect Park,Fulton St,3337.6389999999997
15th St - Prospect Park,Nevins St,3616.2200000000003
15th St - Prospect Park,Hoyt - Schermerhorn Sts,3878.8550000000005
15th St - Prospect Park,Sterling St,2877.6879999999996
7th Ave,4th Av - 9th St,1018.764
7th Ave,Grand Army Plaza,1312.9649999999997
7th Ave,Ft Hamilton Pkwy,2325.9280000000003
7th Ave,Eastern Pkwy - Bklyn Museum,1781.5029999999997
7th Ave,Smith - 9th Sts,1648.316
7th Ave,Atlantic Av - Barclay's Center,2361.043
7th Ave,Botanic Garden,2214.6359999999995
7th Ave,25th St,2304.754
7th Ave,Parkside Ave,2193.5
7th Ave,Lafayette Ave,2554.2359999999994
7th Ave,Carroll St,2511.7410000000004
7th Ave,Church Ave,2803.7409999999995
7th Ave,Fulton St,2695.0899999999997
7th Ave,Nevins St,2973.671
7th Ave,Hoyt - Schermerhorn Sts,3236.306
7th Ave,9th Ave,3851.286999999999
7th Ave,Hoyt St,3696.1880000000006
7th Ave,Clinton - Washington Aves,3026.6879999999996
7th Ave,Beverly Rd,3298.309000000001
7th Ave,Jay St - MetroTech,3731.8610000000003
Ft Hamilton Pkwy,Church Ave,1305.847
Ft Hamilton Pkwy,Beverly Rd,1804.309
Ft Hamilton Pkwy,Cortelyou Rd,2190.236
Ft Hamilton Pkwy,Parkside Ave,1506.3410000000001
Ft Hamilton Pkwy,9th Ave,2374.3239999999996
Ft Hamilton Pkwy,Newkirk Ave,2955.08
Ft Hamilton Pkwy,18th Ave,2897.0620000000004
Ft Hamilton Pkwy,Ave I,3333.263
Ft Hamilton Pkwy,Eastern Pkwy - Bklyn Museum,3219.2459999999996
Ft Hamilton Pkwy,4th Av - 9th St,2974.9759999999997
Ft Hamilton Pkwy,25th St,2795.869
Ft Hamilton Pkwy,Botanic Garden,3184.307
Ft Hamilton Pkwy,Grand Army Plaza,3253.1620000000003
Ft Hamilton Pkwy,Ave H,3491.377
Ft Hamilton Pkwy,Sterling St,3029.6480000000006
Ft Hamilton Pkwy,Ave J,3924.423
Ft Hamilton Pkwy,President St,3753.2000000000007
Ft Hamilton Pkwy,Smith - 9th Sts,3428.3849999999993
Ft Hamilton Pkwy,62nd St,3831.625
Ft Hamilton Pkwy,Brooklyn College - Flatbush Ave,4052.741
Church Ave,18th Ave,1619.2339999999997
Church Ave,Beverly Rd,1397.6080000000002
Church Ave,9th Ave,1635.7330000000002
Church Ave,Cortelyou Rd,1783.535
Church Ave,Ave I,2055.435
Church Ave,Newkirk Ave,2548.379
Church Ave,Parkside Ave,2307.2109999999993
Church Ave,Ave H,3083.3269999999998
Church Ave,62nd St,2711.4809999999998
Church Ave,25th St,2925.0769999999984
Church Ave,New Utrecht Ave,2949.8689999999997
Church Ave,Ave J,3516.3729999999996
Church Ave,20th Ave,3299.046999999999
Church Ave,4th Av - 9th St,3645.539
Church Ave,Ave N,3458.7639999999997
Church Ave,45th St,3321.6149999999993
Church Ave,71st St,3319.9970000000003
Church Ave,Eastern Pkwy - Bklyn Museum,4144.541999999999
Church Ave,Grand Army Plaza,3930.488999999998
Church Ave,Botanic Garden,4258.805999999998
Beverly Rd,Cortelyou Rd,478.207
Beverly Rd,Newkirk Ave,1309.059
Beverly Rd,Parkside Ave,1452.6909999999998
Beverly Rd,Ave H,1951.3229999999996
Beverly Rd,18th Ave,2274.3659999999995
Beverly Rd,Ave J,2384.9759999999997
Beverly Rd,Brooklyn College - Flatbush Ave,2248.4320000000007
Beverly Rd,Ave I,2704.8239999999996
Beverly Rd,Sterling St,3195.5840000000003
Beverly Rd,Botanic Garden,3404.285999999999
Beverly Rd,Ave M,3270.0030000000006
Beverly Rd,Eastern Pkwy - Bklyn Museum,3560.3179999999993
Beverly Rd,President St,3933.735
Beverly Rd,9th Ave,2943.7309999999993
Beverly Rd,Ave N,3982.3819999999996
Beverly Rd,Grand Army Plaza,3919.6229999999987
Beverly Rd,20th Ave,3948.435999999999
Beverly Rd,Kingston Ave,4506.860999999999
Beverly Rd,4th Av - 9th St,4284.512000000001
Beverly Rd,Ave P,4487.3460000000005
Newkirk Ave,Ave H,908.267
Newkirk Ave,Cortelyou Rd,743.127
Newkirk Ave,Ave J,1345.0510000000002
Newkirk Ave,18th Ave,1693.8760000000002
Newkirk Ave,Brooklyn College - Flatbush Ave,1688.0199999999998
Newkirk Ave,Ave I,1664.899
Newkirk Ave,Ave M,2230.0780000000004
Newkirk Ave,Parkside Ave,2436.986999999999
Newkirk Ave,Ave N,2942.457
Newkirk Ave,Ave P,3447.4209999999994
Newkirk Ave,20th Ave,2908.510999999999
Newkirk Ave,Sterling St,3991.5920000000006
Newkirk Ave,Kings Hwy,4082.0679999999998
Newkirk Ave,9th Ave,3615.975
Newkirk Ave,62nd St,3856.297
Newkirk Ave,President St,4768.195
Newkirk Ave,Botanic Garden,4377.314
Newkirk Ave,New Utrecht Ave,4044.7580000000007
Newkirk Ave,Eastern Pkwy - Bklyn Museum,4533.3460000000005
Newkirk Ave,71st St,4237.737
Parkside Ave,Sterling St,1779.067
Parkside Ave,Cortelyou Rd,1783.2279999999996
Parkside Ave,Botanic Garden,1970.1940000000002
Parkside Ave,Eastern Pkwy - Bklyn Museum,2117.1310000000008
Parkside Ave,President St,2517.2180000000003
Parkside Ave,Grand Army Plaza,2476.955999999999
Parkside Ave,Kingston Ave,3090.344
Parkside Ave,Ave H,3101.2610000000004
Parkside Ave,Franklin Ave - Fulton St,3297.8260000000005
Parkside Ave,Brooklyn College - Flatbush Ave,2972.0989999999997
Parkside Ave,Nostrand Ave,3484.8539999999994
Parkside Ave,18th Ave,3676.4659999999994
Parkside Ave,Ave J,3646.448
Parkside Ave,Crown Hts - Utica Ave,3713.101
Parkside Ave,4th Av - 9th St,3212.2640000000006
Parkside Ave,Ave I,4103.549
Parkside Ave,Atlantic Av - Barclay's Center,3608.924
Parkside Ave,Clinton - Washington Aves,4031.834
Parkside Ave,Lafayette Ave,3802.1169999999993
Parkside Ave,9th Ave,3271.101999999999
Grand Army Plaza,Eastern Pkwy - Bklyn Museum,796.0929999999998
Grand Army Plaza,Atlantic Av - Barclay's Center,1131.9679999999998
Grand Army Plaza,Lafayette Ave,1325.1609999999998
Grand Army Plaza,Botanic Garden,1226.833
Grand Army Plaza,Fulton St,1466.0149999999999
Grand Army Plaza,Clinton - Washington Aves,1726.5140000000001
Grand Army Plaza,Nevins St,1744.596
Grand Army Plaza,Franklin Ave - Fulton St,2023.9040000000002
Grand Army Plaza,4th Av - 9th St,2255.184
Grand Army Plaza,Hoyt - Schermerhorn Sts,2007.2309999999998
Grand Army Plaza,Nostrand Ave,2469.6270000000004
Grand Army Plaza,Hoyt St,2467.1130000000007
Grand Army Plaza,President St,2168.2720000000004
Grand Army Plaza,Jay St - MetroTech,2502.7860000000005
Grand Army Plaza,Sterling St,2623.725
Grand Army Plaza,Carroll St,2862.0499999999993
Grand Army Plaza,Smith - 9th Sts,2858.821
Grand Army Plaza,Borough Hall,2640.618000000001
Grand Army Plaza,Court St,3007.7330000000006
Grand Army Plaza,Myrtle-Willoughby Aves,3798.867
Atlantic Av - Barclay's Center,Fulton St,562.3560000000001
Atlantic Av - Barclay's Center,Lafayette Ave,550.455
Atlantic Av - Barclay's Center,Nevins St,639.95
Atlantic Av - Barclay's Center,Hoyt - Schermerhorn Sts,902.585
Atlantic Av - Barclay's Center,Hoyt St,1362.4669999999999
Atlantic Av - Barclay's Center,Clinton - Washington Aves,1299.7340000000002
Atlantic Av - Barclay's Center,Jay St - MetroTech,1398.14
Atlantic Av - Barclay's Center,Borough Hall,1535.972
Atlantic Av - Barclay's Center,Carroll St,2350.1769999999997
Atlantic Av - Barclay's Center,4th Av - 9th St,1930.491
Atlantic Av - Barclay's Center,Court St,1903.0870000000002
Atlantic Av - Barclay's Center,Eastern Pkwy - Bklyn Museum,1926.099
Atlantic Av - Barclay's Center,York St,2338.538000000001
Atlantic Av - Barclay's Center,High St,2390.6650000000004
Atlantic Av - Barclay's Center,Clark St,2203.3350000000005
Atlantic Av - Barclay's Center,Smith - 9th Sts,2533.923
Atlantic Av - Barclay's Center,Botanic Garden,2356.839
Atlantic Av - Barclay's Center,Franklin Ave - Fulton St,2070.0389999999998
Atlantic Av - Barclay's Center,Nostrand Ave,2515.762
Atlantic Av - Barclay's Center,Myrtle-Willoughby Aves,3372.0870000000004
Rockaway Ave,Bushwick - Aberdeen,929.785
Rockaway Ave,Broadway Junction,702.5550000000001
Rockaway Ave,Atlantic Ave,1322.3870000000004
Rockaway Ave,Alabama Ave,1326.2000000000003
Rockaway Ave,Gates Ave,1692.4389999999994
Rockaway Ave,Liberty Ave,1791.4900000000005
Rockaway Ave,Junius St,2502.773
Rockaway Ave,Sutter Ave - Rutland Road,2288.1199999999994
Rockaway Ave,Saratoga Ave,2432.783
Rockaway Ave,Livonia Ave,2562.607
Rockaway Ave,Utica Ave,1644.449
Rockaway Ave,Myrtle - Wyckoff Aves,3112.729999999999
Rockaway Ave,Knickerbocker Ave,3179.448
Rockaway Ave,Kosciuszko St,2385.8989999999994
Rockaway Ave,Seneca Ave,3480.45
Rockaway Ave,Crown Hts - Utica Ave,2792.7790000000005
Rockaway Ave,Central Ave,3181.4679999999994
Rockaway Ave,Cleveland St,2581.3450000000007
Rockaway Ave,Forest Ave,3739.3009999999995
Rockaway Ave,New Lots Ave,3705.8059999999996
Fulton St,Lafayette Ave,140.85399999999998
Fulton St,Nevins St,488.00800000000004
Fulton St,Clinton - Washington Aves,747.7270000000001
Fulton St,Hoyt - Schermerhorn Sts,1053.688
Fulton St,Hoyt St,1351.732
Fulton St,Jay St - MetroTech,1332.772
Fulton St,Borough Hall,1650.313
Fulton St,York St,2261.5980000000004
Fulton St,Court St,2017.4280000000003
Fulton St,Eastern Pkwy - Bklyn Museum,2260.1459999999997
Fulton St,High St,2313.725
Fulton St,Clark St,2196.3300000000004
Fulton St,Carroll St,2779.318
Fulton St,Franklin Ave - Fulton St,1939.193
Fulton St,4th Av - 9th St,2359.6319999999996
Fulton St,Botanic Garden,2603.8549999999996
Fulton St,Smith - 9th Sts,2963.0640000000003
Fulton St,Nostrand Ave,2221.13
Fulton St,Myrtle-Willoughby Aves,2820.080000000001
Fulton St,Marcy Ave,3712.702
Clinton - Washington Aves,Lafayette Ave,859.12
Clinton - Washington Aves,Nevins St,1413.8700000000001
Clinton - Washington Aves,Franklin Ave - Fulton St,1538.9690000000003
Clinton - Washington Aves,Eastern Pkwy - Bklyn Museum,2070.034
Clinton - Washington Aves,Nostrand Ave,1820.9060000000002
Clinton - Washington Aves,Hoyt - Schermerhorn Sts,1958.925
Clinton - Washington Aves,Hoyt St,2218.2120000000004
Clinton - Washington Aves,Myrtle-Willoughby Aves,2072.353
Clinton - Washington Aves,Botanic Garden,2206.406
Clinton - Washington Aves,Flushing Ave,2676.802
Clinton - Washington Aves,Jay St - MetroTech,2199.2520000000004
Clinton - Washington Aves,Marcy Ave,2966.5150000000012
Clinton - Washington Aves,Hewes St,2966.210000000001
Clinton - Washington Aves,Borough Hall,2527.2600000000007
Clinton - Washington Aves,York St,3059.2550000000006
Clinton - Washington Aves,President St,3147.8450000000007
Clinton - Washington Aves,High St,3179.4139999999993
Clinton - Washington Aves,Court St,2894.3750000000005
Clinton - Washington Aves,Clark St,3062.019
Clinton - Washington Aves,4th Av - 9th St,3202.295
Borough Hall,Jay St - MetroTech,660.736
Borough Hall,Court St,392.127
Borough Hall,Hoyt St,830.4340000000001
Borough Hall,Clark St,692.375
Borough Hall,Hoyt - Schermerhorn Sts,958.766
Borough Hall,High St,886.7489999999999
Borough Hall,York St,1295.8870000000002
Borough Hall,Nevins St,1291.675
Borough Hall,Carroll St,1742.518
Borough Hall,Lafayette Ave,1812.0360000000003
Borough Hall,Smith - 9th Sts,2643.457
Borough Hall,East Broadway,3717.2149999999997
Borough Hall,4th Av - 9th St,3264.832
Borough Hall,Broad St,3847.790000000002
Borough Hall,Whitehall St,4185.831000000001
Borough Hall,South Ferry,4322.454000000001
Borough Hall,Wall St,3644.8210000000013
Borough Hall,City Hall,3025.685
Borough Hall,Bowling Green,3988.5340000000006
Borough Hall,Rector St,3821.6330000000016
Aqueduct Racetrack,Aqueduct - North Conduit Av,0.0
Aqueduct Racetrack,Howard Beach - JFK Airport,1713.501
Aqueduct Racetrack,Ozone Park - Lefferts Blvd,2759.558
Aqueduct Racetrack,88th St,2430.039
Aqueduct Racetrack,80th St,2893.1380000000004
Aqueduct Racetrack,Woodhaven Blvd,3639.9440000000004
Aqueduct Racetrack,Grant Ave,3229.1010000000006
Aqueduct Racetrack,121st St,4627.513
Aqueduct Racetrack,85th St - Forest Pky,4251.106000000001
Aqueduct Racetrack,Euclid Ave,3752.8170000000005
Aqueduct Racetrack,75th St - Eldert Ln,4546.614000000001
Aqueduct Racetrack,Briarwood - Van Wyck Blvd,6429.9299999999985
Aqueduct Racetrack,Crescent St,4510.318000000001
Aqueduct Racetrack,Sutphin Blvd,6053.795000000001
Aqueduct Racetrack,Cypress Hills,4915.183000000002
Aqueduct Racetrack,Jamaica Ctr - Parsons / Archer,5771.037000000003
Aqueduct Racetrack,Shepherd Ave,4516.8550000000005
Aqueduct Racetrack,Parsons Blvd,6415.390000000001
Aqueduct Racetrack,75th Ave,6904.139000000001
Aqueduct Racetrack,New Lots Ave,5155.306999999999
Morris Park,Allerton Ave,2102.816
Morris Park,Burke Ave,2539.5840000000003
Morris Park,E 180th St,2423.779
Morris Park,Parkchester,3141.4959999999996
Morris Park,Westchester Sq - E Tremont Ave,2597.0010000000007
Morris Park,West Farms Sq - E Tremont Av,2961.7729999999997
Morris Park,Norwood - 205th St,3842.1329999999994
Morris Park,219th St,3806.133999999998
Morris Park,Elder Ave,4199.785
Morris Park,Pelham Bay Park,3103.766000000001
Morris Park,Baychester Ave,3980.4900000000007
Morris Park,174th St,3694.257
Morris Park,Bedford Park Blvd,4310.195
Morris Park,225th St,4315.436999999999
Morris Park,Mosholu Pkwy,4662.191999999999
Morris Park,Bedford Park Blvd - Lehman College,4712.918999999999
Morris Park,Woodlawn,4916.927
Morris Park,Fordham Rd,3938.4109999999996
Morris Park,183rd St,4676.2880000000005
Morris Park,Eastchester - Dyre Ave,5126.880000000001
Nostrand Ave,Franklin Ave - Fulton St,492.615
Nostrand Ave,President St,1510.8110000000001
Nostrand Ave,Botanic Garden,2147.071
Nostrand Ave,Kingston Ave,2012.306
Nostrand Ave,Myrtle-Willoughby Aves,1990.5620000000004
Nostrand Ave,Eastern Pkwy - Bklyn Museum,2150.378
Nostrand Ave,Sterling St,2062.4880000000003
Nostrand Ave,Flushing Ave,2660.9460000000004
Nostrand Ave,Utica Ave,1729.9869999999996
Nostrand Ave,Crown Hts - Utica Ave,2671.201
Nostrand Ave,Myrtle Ave,3141.1289999999995
Nostrand Ave,Lafayette Ave,2080.2760000000003
Nostrand Ave,Kosciuszko St,3174.567
Nostrand Ave,Hewes St,3460.5879999999997
Nostrand Ave,Marcy Ave,3513.59
Nostrand Ave,Central Ave,3709.9010000000007
Nostrand Ave,Montrose Ave,4174.351000000001
Nostrand Ave,Nevins St,2635.0260000000003
Nostrand Ave,Gates Ave,3245.3089999999997
Nostrand Ave,Morgan Ave,4449.3
Nevins St,Hoyt - Schermerhorn Sts,565.68
Nevins St,Hoyt St,863.7239999999999
Nevins St,Lafayette Ave,554.75
Nevins St,Jay St - MetroTech,844.7639999999999
Nevins St,Court St,1529.4200000000003
Nevins St,York St,1773.5899999999997
Nevins St,High St,1825.7170000000006
Nevins St,Clark St,1708.3220000000003
Nevins St,Carroll St,2305.914
Nevins St,4th Av - 9th St,2432.67
Nevins St,Smith - 9th Sts,2859.6679999999997
Nevins St,Eastern Pkwy - Bklyn Museum,2538.7269999999994
Nevins St,Franklin Ave - Fulton St,2353.0889999999995
Nevins St,Botanic Garden,2969.4670000000006
Nevins St,East Broadway,3755.2740000000003
Nevins St,Marcy Ave,4043.675
Nevins St,Myrtle-Willoughby Aves,3258.3459999999995
Nevins St,Flushing Ave,3753.9619999999995
Nevins St,Hewes St,4043.37
Nevins St,25th St,3721.089
Eastern Pkwy - Bklyn Museum,Botanic Garden,433.13300000000004
Eastern Pkwy - Bklyn Museum,Franklin Ave - Fulton St,1609.21
Eastern Pkwy - Bklyn Museum,President St,1374.5720000000001
Eastern Pkwy - Bklyn Museum,Sterling St,1871.8530000000003
Eastern Pkwy - Bklyn Museum,Lafayette Ave,2085.472
Eastern Pkwy - Bklyn Museum,Kingston Ave,1909.081
Eastern Pkwy - Bklyn Museum,4th Av - 9th St,2720.0110000000004
Eastern Pkwy - Bklyn Museum,Hoyt - Schermerhorn Sts,2767.542
Eastern Pkwy - Bklyn Museum,Myrtle-Willoughby Aves,3755.0570000000007
Eastern Pkwy - Bklyn Museum,Hoyt St,3227.4240000000004
Eastern Pkwy - Bklyn Museum,Crown Hts - Utica Ave,2611.247
Eastern Pkwy - Bklyn Museum,Jay St - MetroTech,3263.097
Eastern Pkwy - Bklyn Museum,Cortelyou Rd,3891.007
Eastern Pkwy - Bklyn Museum,Smith - 9th Sts,3323.648
Eastern Pkwy - Bklyn Museum,Carroll St,3326.877
Eastern Pkwy - Bklyn Museum,Flushing Ave,4378.179
Eastern Pkwy - Bklyn Museum,Utica Ave,3741.995999999999
Eastern Pkwy - Bklyn Museum,25th St,4008.4300000000003
Eastern Pkwy - Bklyn Museum,Court St,3768.0440000000003
Eastern Pkwy - Bklyn Museum,Hewes St,4667.586999999999
Brooklyn College - Flatbush Ave,Ave H,1543.9090000000003
Brooklyn College - Flatbush Ave,Ave J,1835.2510000000002
Brooklyn College - Flatbush Ave,Cortelyou Rd,2176.6210000000005
Brooklyn College - Flatbush Ave,Ave M,2717.438
Brooklyn College - Flatbush Ave,Ave I,3043.3009999999995
Brooklyn College - Flatbush Ave,18th Ave,3201.410000000001
Brooklyn College - Flatbush Ave,Sterling St,3701.6530000000007
Brooklyn College - Flatbush Ave,Ave N,4103.746999999999
Brooklyn College - Flatbush Ave,Ave P,4506.177
Brooklyn College - Flatbush Ave,President St,4372.485000000001
Brooklyn College - Flatbush Ave,Kingston Ave,4686.617
Brooklyn College - Flatbush Ave,Neck Rd,4816.481
Brooklyn College - Flatbush Ave,Kings Hwy,4709.303
Brooklyn College - Flatbush Ave,Crown Hts - Utica Ave,5291.535000000001
Brooklyn College - Flatbush Ave,Botanic Garden,4624.946
Brooklyn College - Flatbush Ave,Sutter Ave - Rutland Road,5340.83
Brooklyn College - Flatbush Ave,20th Ave,4286.912999999999
Brooklyn College - Flatbush Ave,Saratoga Ave,5097.668000000001
Brooklyn College - Flatbush Ave,Ave U,5707.682999999999
Brooklyn College - Flatbush Ave,Sheepshead Bay,5743.726
Sterling St,President St,996.228
Sterling St,Kingston Ave,1393.552
Sterling St,Botanic Garden,1948.6440000000002
Sterling St,Franklin Ave - Fulton St,2700.5319999999997
Sterling St,Crown Hts - Utica Ave,2095.45
Sterling St,Cortelyou Rd,3443.9700000000003
Sterling St,Utica Ave,3359.8459999999995
Sterling St,Sutter Ave - Rutland Road,2601.78
Sterling St,Myrtle-Willoughby Aves,3790.888
Sterling St,Lafayette Ave,4046.2569999999996
Sterling St,Saratoga Ave,3346.7450000000003
Sterling St,Ave H,4626.115999999999
Sterling St,Myrtle Ave,4941.455
Sterling St,Kosciuszko St,4974.892999999999
Sterling St,Flushing Ave,4461.271999999999
Sterling St,Ave J,5171.302999999999
Sterling St,Gates Ave,5045.635
Sterling St,4th Av - 9th St,3914.4270000000006
Sterling St,Central Ave,5510.227000000002
Sterling St,Hoyt - Schermerhorn Sts,4728.327000000001
Crown Hts - Utica Ave,Kingston Ave,702.1659999999999
Crown Hts - Utica Ave,Utica Ave,1571.359
Crown Hts - Utica Ave,Sutter Ave - Rutland Road,1199.9099999999999
Crown Hts - Utica Ave,President St,1604.476
Crown Hts - Utica Ave,Saratoga Ave,1944.8749999999995
Crown Hts - Utica Ave,Gates Ave,3175.6960000000004
Crown Hts - Utica Ave,Franklin Ave - Fulton St,3093.383999999999
Crown Hts - Utica Ave,Kosciuszko St,3185.0089999999996
Crown Hts - Utica Ave,Botanic Garden,2605.902
Crown Hts - Utica Ave,Myrtle Ave,3536.6040000000007
Crown Hts - Utica Ave,Central Ave,3807.5999999999995
Crown Hts - Utica Ave,Myrtle-Willoughby Aves,3930.3450000000003
Crown Hts - Utica Ave,Atlantic Ave,2780.0530000000003
Crown Hts - Utica Ave,Broadway Junction,3062.28
Crown Hts - Utica Ave,Bushwick - Aberdeen,3380.101
Crown Hts - Utica Ave,Junius St,3153.1419999999985
Crown Hts - Utica Ave,Knickerbocker Ave,4168.803999999998
Crown Hts - Utica Ave,Livonia Ave,3323.6929999999984
Crown Hts - Utica Ave,Flushing Ave,4600.729
Crown Hts - Utica Ave,Alabama Ave,3201.66
Kingston Ave,President St,903.2729999999999
Kingston Ave,Utica Ave,1966.2939999999999
Kingston Ave,Franklin Ave - Fulton St,2391.485
Kingston Ave,Botanic Garden,1903.736
Kingston Ave,Sutter Ave - Rutland Road,1902.0300000000002
