,Unnamed: 0,equipment_id,line,direction,station,stop_ids
477,320,EL702,N,south,Coney Island Stillwell Av,"D43N, D43S"
478,111,EL702,N,north,Coney Island Stillwell Av,"D43N, D43S"
479,787,EL707,C,south,Jay St - MetroTech,"A41N, A41S"
480,996,EL707,F,north,Jay St - MetroTech,"A41N, A41S"
481,369,EL707,A,south,Jay St - MetroTech,"A41N, A41S"
482,160,EL707,A,north,Jay St - MetroTech,"A41N, A41S"
483,578,EL707,C,north,Jay St - MetroTech,"A41N, A41S"
484,1205,EL707,F,south,Jay St - MetroTech,"A41N, A41S"
485,786,EL708,C,south,Jay St - MetroTech,"A41N, A41S"
486,577,EL708,C,north,Jay St - MetroTech,"A41N, A41S"
487,995,EL708,F,north,Jay St - MetroTech,"A41N, A41S"
488,1204,EL708,F,south,Jay St - MetroTech,"A41N, A41S"
489,1413,EL708,R,north,Jay St - MetroTech,"R29N, R29S"
490,159,EL708,A,north,Jay St - MetroTech,"A41N, A41S"
491,368,EL708,A,south,Jay St - MetroTech,"A41N, A41S"
492,1622,EL708,R,south,Jay St - MetroTech,"R29N, R29S"
493,1415,EL709,R,north,Jay St - MetroTech,"R29N, R29S"
494,370,EL709,A,south,Jay St - MetroTech,"A41N, A41S"
495,1624,EL709,R,south,Jay St - MetroTech,"R29N, R29S"
496,1206,EL709,F,south,Jay St - MetroTech,"A41N, A41S"
497,579,EL709,C,north,Jay St - MetroTech,"A41N, A41S"
498,997,EL709,F,north,Jay St - MetroTech,"A41N, A41S"
499,161,EL709,A,north,Jay St - MetroTech,"A41N, A41S"
500,788,EL709,C,south,Jay St - MetroTech,"A41N, A41S"
501,93,EL711,4,south,Bowling Green,"420N, 420S"
502,302,EL711,5,south,Bowling Green,"420N, 420S"
503,206,EL712,1,north,WTC Cortlandt St,"138N, 138S"
504,207,EL713,1,south,WTC Cortlandt St,"138N, 138S"
505,144,EL716,4,north,Fulton St,"418N, 418S"
506,353,EL716,5,north,Fulton St,"418N, 418S"
507,348,EL717X,5,north,Fulton St,"418N, 418S"
508,139,EL717X,4,north,Fulton St,"418N, 418S"
509,347,EL718X,5,north,Fulton St,"418N, 418S"
510,138,EL718X,4,north,Fulton St,"418N, 418S"
511,349,EL719,A,south,Fulton St,"A38N, A38S"
512,767,EL719,C,south,Fulton St,"A38N, A38S"
513,140,EL719,A,north,Fulton St,"A38N, A38S"
514,558,EL719,C,north,Fulton St,"A38N, A38S"
515,981,EL720,C,north,Fulton St,"A38N, A38S"
516,772,EL720,A,south,Fulton St,"A38N, A38S"
517,354,EL720,J,north,Fulton St,"M22N, M22S"
518,563,EL720,A,north,Fulton St,"A38N, A38S"
519,145,EL720,Z,north,Fulton St,"M22N, M22S"
520,1190,EL720,C,south,Fulton St,"A38N, A38S"
521,768,EL721,C,south,Fulton St,"A38N, A38S"
522,350,EL721,A,south,Fulton St,"A38N, A38S"
523,559,EL721,C,north,Fulton St,"A38N, A38S"
524,141,EL721,A,north,Fulton St,"A38N, A38S"
525,114,EL726X,R,south,Cortlandt St,"R25N, R25S"
526,323,EL726X,W,south,Cortlandt St,"R25N, R25S"
527,115,EL727X,R,north,Cortlandt St,"R25N, R25S"
528,324,EL727X,W,north,Cortlandt St,"R25N, R25S"
529,137,EL728X,4,south,Fulton St,"418N, 418S"
530,346,EL728X,5,south,Fulton St,"418N, 418S"
531,770,EL729X,5,south,Fulton St,"418N, 418S"
532,352,EL729X,4,south,Fulton St,"418N, 418S"
533,561,EL729X,5,north,Fulton St,"418N, 418S"
534,143,EL729X,4,north,Fulton St,"418N, 418S"
535,405,EL731,1,south,South Ferry,"142N, 142S"
536,196,EL731,1,north,South Ferry,"142N, 142S"
537,769,EL732,2,south,Fulton St,"229N, 229S"
538,142,EL732,3,north,Fulton St,"229N, 229S"
539,560,EL732,2,north,Fulton St,"229N, 229S"
540,351,EL732,3,south,Fulton St,"229N, 229S"
541,208,EL736,1,south,WTC Cortlandt St,"138N, 138S"
542,289,EL737X,2,manhattan,Atlantic Av-Barclays Ctr,"235N, 235S"
543,80,EL737X,3,manhattan,Atlantic Av-Barclays Ctr,"235N, 235S"
544,182,EL738,N,north,New Utrecht,"N04N, N04S"
545,183,EL739,N,south,New Utrecht,"N04N, N04S"
546,180,EL740,D,north,New Utrecht,
547,181,EL741,D,south,New Utrecht,
548,104,EL742,J,north,Chambers St,"M21N, M21S"
549,313,EL742,Z,north,Chambers St,"M21N, M21S"
550,314,EL743,Z,south,Chambers St,"M21N, M21S"
551,105,EL743,J,south,Chambers St,"M21N, M21S"
552,72,EL753,N,north,8 Av,"N02N, N02S"
553,376,EL760,Q,manhattan,Kings Highway,"D35N, D35S, N08N"
554,167,EL760,B,manhattan,Kings Highway,"D35N, D35S"
555,375,EL761,H,brighton beach/coney island,Kings Highway,
556,166,EL761,C,brighton beach/coney island,Kings Highway,
